t,alpha=0.05,alpha=0.1,alpha=0.15,alpha=0.2,alpha=0.25,alpha=0.3,alpha=0.35,alpha=0.4,alpha=0.45,alpha=0.5,alpha=0.55,alpha=0.6,alpha=0.65,alpha=0.7,alpha=0.75,alpha=0.8,alpha=0.85,alpha=0.9,alpha=0.95
0.67,1.0002288741567795,1.0005567530233632,1.001005403292497,1.0015965051207,1.002349399655071,1.0032778636600064,1.0043857632003892,1.005661522467311,1.0070715117728257,1.0085527542595139,1.0100058346540837,1.0112896481058327,1.0122207635715668,1.0125818405228084,1.0121459199913196,1.0107267545212955,1.0082699535011295,1.0050059819001793,1.001694427252288
0.675,1.0002272658357008,1.0005530473236801,1.0009990846372359,1.0015870642662192,1.0023363788728308,1.0032609142595834,1.0043647135861862,1.005636452288593,1.007042824221931,1.0085212342876448,1.0099726761721686,1.0112564289402939,1.0121893445942671,1.0125541676111642,1.0121237185536036,1.0107111328129241,1.0082609826700344,1.005002411886049,1.0016938485514022
0.68,1.0002256805427268,1.0005493933117524,1.0009928517767488,1.0015777481024448,1.002323525235648,1.003244176143998,1.004343918545597,1.0056116759762583,1.007014462239841,1.0084900602432445,1.0099398691598833,1.0112235493673556,1.012158234887716,1.0125267564963656,1.0121017185152237,1.0106956465775334,1.0082520858632023,1.0049988696367702,1.0016932739434825
0.685,1.0002241177826894,1.0005457898952066,1.000986702929508,1.0015685540862667,1.0023108353964292,1.0032276451606483,1.004323373169907,1.0055871879735836,1.006986419792308,1.008459225844938,1.009907407368395,1.0111910034791962,1.012127429191372,1.0124996028287225,1.0120799166119077,1.0106802936774,1.0082432619475141,1.0049953547436643,1.00169270337286
0.6900000000000001,1.000222577074574,1.0005422360124898,1.0009806363635982,1.0015594797444576,1.002298306098822,1.003211317267968,1.004303072679828,1.0055629828682795,1.0069586909996602,1.0084287249698807,1.0098752847041852,1.0111587855125366,1.0120969223713243,1.0124727023614817,1.0120583096552471,1.0106650720234989,1.008234509815064,1.0049918668068545,1.001692136784975
0.6950000000000001,1.0002210579510162,1.0005387306317868,1.0009746503949866,1.0015505226712644,1.0022859341741162,1.0031951885316785,1.0042830124211788,1.0055390553877233,1.0069312701317603,1.0083985516486382,1.0098434952241042,1.0111268898441037,1.012066709416361,1.0124460509476714,1.012036894530402,1.0106499795740596,1.0082258283824317,1.0049884054350213,1.001691574126344
0.7000000000000001,1.0002195599578192,1.000535272749982,1.0009687433858707,1.001541680526101,1.0022737165382776,1.0031792551212004,1.0042631878607422,1.0055154003943905,1.0069041516031672,1.0083687000602934,1.0098120331306184,1.0110953109862537,1.012036785434187,1.0124196445370668,1.012015668193903,1.0106350143331766,1.0082172165899717,1.0049849702451572,1.0016910153445384
0.705,1.0002180826534939,1.000531861391662,1.000962913743086,1.0015329510313276,1.0022616501891064,1.0031635133062062,1.0042435945822923,1.005492012881461,1.006877329968486,1.0083391645277202,1.0097808927672423,1.0110640435827702,1.0120071456477895,1.0123934791732803,1.011994627671524,1.0106201743494627,1.008208673401132,1.0049815608623383,1.0016904603881505
0.71,1.0002166256088152,1.0005284956081604,1.0009571599165894,1.001524331970139,1.0022497322035013,1.0031479594533048,1.0042242282827714,1.0054688879686018,1.0068507999179004,1.0083099395130513,1.0097500686141436,1.0110330824048221,1.0119777853919336,1.0123675509909364,1.01197377005624,1.0106054577147545,1.0082001978017947,1.0049781769194994,1.001689909206772
0.715,1.000215188406398,1.0005251744766457,1.0009514803979953,1.001515821184516,1.0022379597348412,1.0031325900228738,1.0042050847686208,1.005446020897909,1.006824556272873,1.0082810196133185,1.0097195552839129,1.0110024223470682,1.0119487001097907,1.0123418562129707,1.0119530925062525,1.0105908625628715,1.0081917887996432,1.0049748180572176,1.0016893617509688
0.72,1.000213770640291,1.0005218970992416,1.0009458737191774,1.0015074165732758,1.002226330010465,1.0031174015659974,1.0041861599522597,1.0054234070300154,1.0067985939820174,1.008252399556253,1.0096893475174948,1.0109720584239077,1.0119198853496867,1.0123163911480149,1.0119325922430928,1.010576387068407,1.0081834454235472,1.0049714839235058,1.0016888179722543
0.725,1.0002123719155875,1.0005186626021831,1.0009403384509203,1.0014991160901907,1.0022148403292581,1.003102390721542,1.004167449848692,1.0054010418403376,1.006772908117123,1.0082240741962554,1.0096594401802725,1.0109419857658755,1.0118913367619773,1.012291152187886,1.011912266549785,1.010562029445566,1.008175166722974,1.004968174173608,1.0016882778230665
0.73,1.0002109918480508,1.0005154701350125,1.0009348732016372,1.0014909177421887,1.0022034880593265,1.0030875542133308,1.0041489505722532,1.0053789209154784,1.0067474938693308,1.0081960385105007,1.009629828258296,1.0109121996161616,1.0118630500960306,1.0122661358051535,1.0118921127690812,1.010547787947047,1.0081669517674137,1.0049648884698061,1.0016877412567466
0.735,1.0002096300637557,1.0005123188698013,1.000929476616122,1.0014828195876173,1.0021922706357682,1.0030728888474385,1.0041306583334717,1.0053570399497518,1.0067223465454587,1.008168287595206,1.009600506854644,1.0108826953272596,1.011835021197322,1.0122413385508056,1.011872128301757,1.0105336608629638,1.0081587996458297,1.0049616264812327,1.0016872082275117
0.74,1.000208286198743,1.0005092080004059,1.0009241473743633,1.0014748197345815,1.0021811855585236,1.0030583915095859,1.0041125694360638,1.005335394741854,1.006697461564452,1.008140816662021,1.0095714711859338,1.010853468357745,1.0118072460046266,1.0122167570519918,1.011852310604962,1.0105196465197965,1.0081507094661266,1.0049583878836854,1.0016866786904388
0.745,1.00020695989869,1.000506136741751,1.0009188841904022,1.0014669163393437,1.002170230390321,1.0030440591626315,1.0040946802740252,1.0053139811916458,1.0066728344539764,1.0081136210345627,1.009542716578939,1.010824514269157,1.0117797205473231,1.0121923880098478,1.0118326571906395,1.0105057432793825,1.0081426803546312,1.0049551723594543,1.0016861526014433
0.75,1.000205650818593,1.0005031043291446,1.0009136858112269,1.001459107604785,1.0021594027546814,1.0030298888441638,1.0040769873288469,1.0052927952970654,1.0066484608471322,1.0080866961450674,1.0095142384673461,1.010795828722998,1.0117524409427832,1.0121682281973896,1.0118131656239846,1.0104919495379487,1.0081347114555985,1.0049519795971469,1.001685629917254
0.755,1.000204358622462,1.0005001100176159,1.0009085510157245,1.001451391778926,1.002148700334021,1.0030158776641782,1.0040594871668251,1.0052718331511465,1.0066243364792944,1.0080600375311723,1.0094860323886166,1.0107674074778425,1.0117254033938567,1.0121442744574929,1.0117938335219672,1.0104782637251661,1.0081268019307326,1.0049488092915282,1.0016851105953977
0.76,1.0002030829830264,1.0004971530812816,1.0009034786136586,1.0014437671535044,1.002138120867805,1.0030020228028462,1.0040421764364749,1.0052510909391528,1.0066004571850544,1.0080336408328086,1.009458093980966,1.0107392463865417,1.0116986041864438,1.0121205237009319,1.0117746585519038,1.0104646843032403,1.0081189509587125,1.00494566114336,1.0016845945941772
0.765,1.0002018235814547,1.0004942328127342,1.0008984674446944,1.0014362320626056,1.0021276621507902,1.0029883215083608,1.0040250518660396,1.005230564935813,1.0065768188952868,1.0080075017892005,1.00943041898045,1.0107113413935294,1.011672039687155,1.012096972904487,1.011755638430072,1.0104512097660348,1.0081111577347468,1.0049425348592416,1.0016840818726584
0.77,1.000200580107083,1.0004913485224556,1.0008935163774584,1.001428784881347,1.002117322031315,1.0029747710948715,1.0040081102610896,1.0052102515026569,1.006553417634314,1.0079816162359847,1.0094030032181511,1.0106836885322252,1.0116457063410411,1.012073619109126,1.0117367709203786,1.01043783863822,1.0081034214701465,1.0049394301514645,1.001683572390644
0.775,1.000199352257155,1.0004884995382526,1.0008886243086348,1.0014214240246075,1.0021070984096658,1.0029613689404835,1.0039913485022083,1.005190147085447,1.0065302495171724,1.007955980102419,1.0093758426174657,1.0106562839225222,1.0116196006694185,1.0120504594182347,1.011718053833068,1.0104245694744522,1.0080957413918905,1.0049363467378707,1.0016830661086598
0.78,1.0001981397365696,1.0004856852047133,1.000883790162092,1.0014141479458063,1.0020969892364961,1.0029481124853412,1.003974763542764,1.0051702482117069,1.0065073107469773,1.007930589408696,1.0093489331914791,1.0106291237683598,1.0115937192677484,1.0120274909959093,1.0116994850234722,1.0104114008585803,1.0080881167422269,1.0049332843417031,1.0016825629879367
0.785,1.0001969422576429,1.0004829048826842,1.0008790128880456,1.0014069551357285,1.0020869925113072,1.0029349992297698,1.0039583524067563,1.0051505514883283,1.0064845976123806,1.0079054402633436,1.0093222710404448,1.010602204355388,1.011568058803606,1.012004711065317,1.0116810623908097,1.010398331402871,1.0080805467782752,1.004930242691479,1.0016820629903989
0.79,1.0001957595398734,1.0004801579487654,1.0008742914622513,1.0013998441213916,1.0020771062809806,1.002922026732492,1.0039421121867511,1.0051310535992677,1.006462106485114,1.007880528860724,1.0092958523493378,1.0105755220487034,1.011542616014703,1.0119821169070982,1.0116627838770145,1.0103853597472727,1.0080730307716426,1.0049272215208505,1.0016815660786433
0.795,1.0001945913097192,1.000477443794829,1.0008696248852267,1.0013928134649521,1.0020673286383701,1.0029091926089069,1.003926040041871,1.0051117513033299,1.006439833817624,1.0078558514786153,1.009269673385493,1.0105490732906615,1.0115173877069885,1.0119597058578265,1.0116446474656073,1.0103724845586934,1.008065568008059,1.0049242205684834,1.001681072215924
0.8,1.000193437300385,1.0004747618275478,1.0008650121815017,1.0013858617626545,1.0020576577209326,1.0028964945294283,1.0039101331958735,1.005092641432015,1.0064177761407802,1.0078314044758736,1.0092437304963293,1.010522854598768,1.0114923707528045,1.0119374753085169,1.0116266511806078,1.0103597045303019,1.008058157787014,1.0049212395779301,1.001680581366139
0.805,1.000192297251611,1.0004721114679498,1.0008604523988975,1.0013789876438155,1.0020480917094219,1.002883930217881,1.0038943889352838,1.005073720887456,1.0063959300616725,1.007807184290176,1.009218020107148,1.0104968625636384,1.0114675620891025,1.0119154227031923,1.0116087930854738,1.0103470183808512,1.008050799421416,1.0049182782975072,1.001680093493811
0.81,1.0001911709094782,1.0004694921509794,1.0008559446078276,1.0013721897698515,1.0020386288266194,1.0028714974499549,1.0038788046076055,1.00505498664041,1.0063742922614745,1.0077831874358407,1.0091925387189995,1.01047109384702,1.011442958715728,1.011893545537481,1.0115910712820797,1.0103344248540322,1.0080434922372463,1.0049153364801853,1.0016796085640807
0.8150000000000001,1.0001900580262122,1.0004669033250861,1.0008514879006292,1.0013654668333236,1.0020292673361086,1.0028591940517178,1.0038633776195756,1.0050364357283357,1.0063528594933824,1.0077594105017216,1.0091672829066314,1.0104455451798868,1.0114185576937456,1.0118718413572694,1.0115734839097255,1.0103219227178322,1.0080362355732426,1.0049124138834706,1.0016791265426854
0.8200000000000001,1.000188958359999,1.0004643444518153,1.000847081390916,1.0013588175570391,1.0020200055411013,1.0028470178981665,1.0038481054354984,1.0050180652535246,1.006331628580625,1.0077358501491698,1.0091422493164954,1.0104202133605875,1.0113943561438343,1.0118503077573995,1.0115560291441776,1.0103095107639306,1.0080290287805782,1.0049095102693009,1.0016786473959514
0.8250000000000001,1.000187871674808,1.0004618150054239,1.00084272421295,1.0013522406931685,1.0020108417832936,1.0028349669118444,1.0038329855756227,1.0049998723812994,1.006310596414544,1.007712503110065,1.0091174346648208,1.0103950952530694,1.0113703512447214,1.0118289423803977,1.0115387051967422,1.0102971878070965,1.0080218712225568,1.004906625403932,1.0016781710907763
0.8300000000000001,1.000186797740218,1.0004593144725038,1.000838415521045,1.001345735022393,1.0020017744417709,1.0028230390614932,1.0038180156145828,1.0049818543382723,1.0062897599527232,1.0076893661849133,1.0090928357357574,1.0103701877851388,1.0113465402316744,1.0118077429152605,1.0115215103133628,1.0102849526846192,1.008014762274318,1.0049037590578431,1.0016776975946209
0.835,1.0001857363312512,1.0004568423516214,1.0008341544889787,1.001339299353098,1.0019928019319435,1.002811232360758,1.00380319317988,1.0049640084106624,1.0062691162171984,1.0076664362410002,1.00906844937957,1.0103454879467944,1.0113229203950405,1.0117867070962538,1.0115044427737507,1.0102728042557472,1.0080077013225428,1.0049009110056268,1.0016772268754888
0.84,1.0001846872282143,1.0004543981529683,1.0008299403094383,1.0013329325205724,1.0019839227045257,1.0027995448669325,1.003788515950431,1.00494633194267,1.006248662292717,1.0076437102106164,1.0090442725109026,1.010320992788605,1.0112994890788252,1.0117658327017798,1.0114875008905335,1.010260741401148,1.0080006877651844,1.0048980810259034,1.0016767589019249
0.845,1.000183650216542,1.0004519813980248,1.000825772193473,1.0013266333862492,1.001975135244541,1.0027879746797483,1.0037739816551543,1.004928822334898,1.0062283953250517,1.0076211850893284,1.0090203021070805,1.0102966994201463,1.011276243679323,1.0117451175532497,1.0114706830084492,1.0102487630223818,1.0079937210111867,1.0048952689012198,1.0016762936429953
0.85,1.0001826250866497,1.0004495916192346,1.000821649369973,1.0013204008369705,1.001966438070367,1.0027765199402052,1.0037595880716061,1.0049114770428362,1.0062083125193748,1.0075988579343118,1.0089965352064878,1.010272605008474,1.0112531816437929,1.0117245595140154,1.0114539875035378,1.0102368680413958,1.0079868004802306,1.0048924744179561,1.0016758310682783
0.855,1.0001816116337883,1.000447228359691,1.0008175710851657,1.001314233784274,1.0019578297328111,1.0027651788294394,1.0037453330246606,1.0048942935753875,1.0061884111386854,1.00757672586274,1.0089729689069793,1.0102487067766621,1.011230300469163,1.0117041564883171,1.0114374127823822,1.0102250554000287,1.0079799256024677,1.004889697366242,1.0016753711478585
0.86,1.0001806096579058,1.0004448911728356,1.0008135366021256,1.0013081311637027,1.0019493088142184,1.0027539495676268,1.0037312143852335,1.0048772694934405,1.0061686885022794,1.007554786050213,1.0089496003643519,1.010225002002369,1.0112075977007893,1.011683906420272,1.0114209572813542,1.0102133240595357,1.0079730958182844,1.0048869375398695,1.001674913852302
0.865,1.0001796189635122,1.000442579622163,1.0008095452003025,1.0013020919341453,1.0019408739276017,1.0027428304129256,1.003717230069049,1.0048604024084922,1.0061491419842803,1.0075330357292516,1.00892642679086,1.0102014880164651,1.0111850709312418,1.0116638072928936,1.0114046194658948,1.0102016730001113,1.0079663105780579,1.0048841947362042,1.001674459152663
0.87,1.0001786393595509,1.0004402932809389,1.0008055961750695,1.0012961150771877,1.0019325237158128,1.002731819660456,1.0037033780354447,1.00484368998132,1.006129769012204,1.007511472187824,1.0089034454537784,1.0101781622016879,1.0111627177991351,1.0116438571271351,1.0113883978298128,1.010190101220453,1.007959569341917,1.004881468756111,1.0016740070204622
0.875,1.0001776706592735,1.0004380317319286,1.0008016888372748,1.001290199596494,1.001924256850728,1.0027209156413048,1.003689656286215,1.0048271299206812,1.0061105670655808,1.0074900927679322,1.0088806536740091,1.0101550219913515,1.0111405359879884,1.0116240539809647,1.0113722908945988,1.0101786077373194,1.0079528715795225,1.0048787594038668,1.0016735574276807
0.88,1.000176712680118,1.0004357945671303,1.000797822512824,1.0012843445172068,1.001916072032471,1.0027101167215686,1.0036760628644923,1.0048107199820682,1.0060915336746103,1.0074688948642319,1.0088580488247336,1.010132064868083,1.0111185232251267,1.01160439594847,1.0113562972087662,1.0101671915850994,1.0079462167698428,1.0048760664870928,1.0016731103467515
0.885,1.0001757652435912,1.0004335813875216,1.0007939965422636,1.0012785488853624,1.0019079679886556,1.0026994213014304,1.0036625958536667,1.0047944579664951,1.0060726664188688,1.007447875922699,1.0088356283301043,1.010109288362607,1.0110966772806076,1.0115848811589905,1.0113404153472052,1.0101558518154061,1.0079396044009408,1.0048733898166702,1.0016726657505464
0.89,1.0001748281751572,1.0004313918028114,1.0007902102803816,1.0012728117673297,1.0018999434736482,1.0026888278142532,1.0036492533763284,1.004778341719324,1.0060539629260448,1.0074270334393391,1.0088133896639717,1.0100866900525605,1.0110749959661856,1.0115655077762646,1.0113246439105694,1.0101445874966692,1.007933033969767,1.0048707292066759,1.0016722236123679
0.895,1.0001739013041282,1.0004292254312024,1.0007864630958274,1.001267132249269,1.0018919972678666,1.0026783347257164,1.003636033593265,1.0047623691291316,1.0060354208707238,1.0074063649589322,1.0087913303486615,1.01006426756135,1.0110534771343067,1.0115462739976202,1.0113089815246574,1.0101333977137568,1.007926504981956,1.004868084474303,1.0016717839059415
0.9,1.0001729844635574,1.0004270818991594,1.0007827543707333,1.0012615094365982,1.001884128177089,1.0026679405329717,1.0036229347024628,1.004746538126605,1.0060170379732076,1.00738586807382,1.0087694479537725,1.0100420185570333,1.0110321186771285,1.0115271780531707,1.0112934268398341,1.0101222815675865,1.0079200169516311,1.0048654554398015,1.0016713466054066
0.905,1.000172077490137,1.000424960841186,1.000779083500356,1.0012559424534886,1.0018763350317916,1.0026576437638317,1.0036099549381656,1.0047308466834766,1.0059988119983643,1.007365540422726,1.00874774009503,1.0100199407512451,1.0110109185255722,1.011508218205044,1.0112779785304575,1.0101112381747617,1.0079135694012138,1.0048628419264032,1.0016709116853078
0.91,1.000171180224101,1.0004228618996067,1.0007754498927288,1.0012504304423702,1.0018686166865056,1.0026474429759724,1.0035970925699425,1.0047152928114877,1.0059807407545254,1.0073453796896148,1.008726204433154,1.0099980318981447,1.0109898746484063,1.011489392746639,1.0112626352943233,1.0101002666672148,1.0079071618612345,1.0048602437602618,1.0016704791205848
0.915,1.000170292509127,1.0004207847243638,1.0007718529683205,1.0012449725634518,1.0018609720191891,1.0026373367561743,1.0035843459017961,1.0046998745613847,1.0059628220923986,1.0073253836025842,1.0087048386727748,1.0099762897934004,1.010968985051347,1.011470700001883,1.0112473958521224,1.0100893661918593,1.007900793870158,1.0048576607703876,1.001670048886568
0.92,1.0001694141922455,1.0004187289728055,1.0007682921597105,1.001239567994259,1.0018533999306325,1.002627323719578,1.0035717132712918,1.004684590021951,1.0059450539040313,1.0073055499327856,1.0086836405613728,1.0099547122732027,1.0109482477761933,1.0114521383245356,1.0112322589469271,1.010078535910253,1.0078944649742052,1.0048550927885824,1.0016696209589673
0.925,1.00016854512375,1.0004166943094988,1.000764766911269,1.0012342159291843,1.001845899343864,1.0026174025089627,1.0035591930487209,1.0046694373190586,1.0059274341217928,1.0072858764933847,1.0086626078882563,1.0099332972133062,1.010927660899982,1.0114337060974965,1.0112172233436716,1.0100677749982707,1.0078881747271797,1.0048525396493877,1.0016691953138637
0.93,1.00016768515711,1.0004146804060339,1.0007612766788532,1.0012289155790546,1.0018384692035878,1.0026075717940528,1.0035467836362788,1.004654414614757,1.0059099607173936,1.007266361138549,1.0086417384835626,1.009912042528096,1.0109072225341718,1.0114154017321382,1.0112022878286617,1.0100570826457818,1.0078819226903093,1.0048500011900177,1.0016687719277093
0.935,1.0001668341488865,1.0004126869408412,1.0007578209295092,1.0012236661707106,1.0018311084756357,1.0025978302708436,1.0035344834672772,1.0046395201063847,1.0058926317009294,1.0072470017624626,1.008621030217287,1.0098909461696859,1.0108869308238437,1.0113972236676532,1.011187451209098,1.0100464580563446,1.0078757084320726,1.0048474772503055,1.0016683507773068
0.9400000000000001,1.0001659919586512,1.000410713599017,1.0007543991411803,1.0012184669465933,1.0018238161464281,1.0025881766609375,1.0035222910053756,1.0046247520257054,1.005875445119956,1.007227796298371,1.00860048099835,1.0098700061270374,1.0108667839469332,1.0113791703704256,1.0111727123125973,1.0100359004468988,1.007869531528054,1.004844967672653,1.0016679318398154
0.9450000000000001,1.0001651584489086,1.0004087600721454,1.0007510108024313,1.0012133171643545,1.0018165912224644,1.0025786097109193,1.003510204743834,1.0046101086380772,1.0058583990585885,1.007208742717659,1.0085800887736807,1.0098492204251088,1.0108467801134702,1.011361240333415,1.0111580699867542,1.0100254090474776,1.0078633915607793,1.0048424723019678,1.0016675150927374
0.9500000000000001,1.0001643334850174,1.0004068260581365,1.0007476554121788,1.0012082160964706,1.0018094327298175,1.0025691281917306,1.0034982232047922,1.004595588241638,1.0058414916366303,1.0071898390289438,1.00855985152733,1.0098285871240236,1.0108269175648579,1.0113434320755623,1.011143523098678,1.0100149831009189,1.0078572881195762,1.0048399909856167,1.001667100513911
0.9550000000000001,1.0001635169351184,1.0004049112610582,1.0007443324794225,1.0012031630298701,1.0018023397136502,1.0025597308980767,1.00348634493857,1.0045811891665177,1.0058247210087266,1.0071710832772085,1.008539767279614,1.009808104318266,1.010807194573157,1.0113257441412054,1.0111290705345826,1.0100046218625889,1.0078512208004273,1.0048375235733733,1.0016666880815037
0.96,1.0001627086700642,1.0004030153909866,1.000741041522998,1.0011981572655728,1.0017953112377407,1.0025504166478463,1.0034745685229818,1.0045669097740773,1.0058080853635376,1.0071524735429456,1.008519834086269,1.0097877701358966,1.0107876094403967,1.0113081750995196,1.011114711199348,1.0099943246001075,1.0078451892058238,1.0048350699173678,1.0016662777740097
0.965,1.000161908563345,1.000401138163847,1.000737782071326,1.0011931981183415,1.0017883463840311,1.0025411842815442,1.0034628925626792,1.0045527484561625,1.0057915829229418,1.0071340079413378,1.0085000500376462,1.0097675827377914,1.0107681604979044,1.0112907235439632,1.0111004440161366,1.0099840905930935,1.0078391929446306,1.0048326298720358,1.0016658695702378
0.97,1.000161116491027,1.0003992793012688,1.0007345536621732,1.0011882849163412,1.0017814442521735,1.0025320326617448,1.0034513156885092,1.0045387036343842,1.005775211941257,1.0071156846214526,1.0084804132579164,1.0097475403169005,1.0107488461056495,1.011273388091744,1.011086267925974,1.009973919132896,1.0078332316319547,1.004830203294075,1.001665463449311
0.975,1.0001603323316817,1.000397438530445,1.0007313558424225,1.0011834170008096,1.0017746039591104,1.0025229606725667,1.0034398365568873,1.004524773759419,1.0057589707044887,1.0070975017654635,1.008460921904303,1.0097276410975273,1.0107296646516135,1.0112561673833083,1.0110721818873736,1.009963809522356,1.0078273048890158,1.004827790042399,1.0016650593906573
0.98,1.0001595559663283,1.0003956155839888,1.0007281881678427,1.0011785937257371,1.0017678246386508,1.002513967219151,1.0034284538491969,1.0045109573103277,1.0057428575295964,1.0070794575878952,1.0084415741663333,1.0097078833346285,1.0107106145511664,1.0112390600818193,1.0110581848759668,1.0099537610755562,1.0078214123430096,1.0048253899780888,1.0016646573740038
0.985,1.0001587872783673,1.0003938101998018,1.0007250502028784,1.001173814457559,1.0017611054410627,1.0025050512271645,1.0034171662711977,1.0044972527938958,1.0057268707637743,1.0070615503348839,1.0084223682651128,1.0096882653131365,1.010691694246469,1.0112220648726764,1.0110442758841214,1.0099437731175873,1.0078155536269975,1.0048230029643477,1.0016642573793726
0.99,1.000158026153523,1.0003920221209426,1.0007219415204274,1.0011690785748506,1.0017544455326803,1.0024962116423095,1.003405972552457,1.004483658743988,1.0057110087837697,1.0070437782834618,1.0084033024526187,1.0096687853472888,1.0106729022058858,1.011205180463033,1.0110304539206014,1.0099338449843192,1.0078097283797747,1.004820628866471,1.001663859387072
0.995,1.0001572724797876,1.0003902510954998,1.00071886170164,1.0011643854680374,1.0017478440955259,1.0024874474298564,1.0033948714457936,1.004470173720926,1.0056952699951998,1.007026139740864,1.0083843750110117,1.0096494417799904,1.0106542369234177,1.0111884055813267,1.011016718010209,1.0099239760221677,1.0078039362457614,1.0048182675517863,1.001663463377695
1.0,1.0001565261473617,1.0003884968764674,1.0007158103357268,1.0011597345391106,1.0017413003269309,1.0024787575741803,1.0033838617267368,1.004456796310883,1.0056796528319003,1.007008633043847,1.0083655842519674,1.0096302329821827,1.0106356969181463,1.0111717389768302,1.011003067193452,1.009914165587887,1.0077981768748763,1.004815918889626,1.001663069332112
